 Lon(deg)   Lat(deg)   z(km)  DVp(%)  p(km/s) s(km/s)  VpVs   g/cm^3  P-ratio
  102.0000    2.2500  -40.00   2.418    8.24    4.82  1.7076   3.376    0.28
  102.0000    2.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  102.0000    1.7500  -40.00  -0.213    8.02    4.63  1.7320   3.299    0.28
  102.0000    1.5000  -40.00   1.722    8.18    4.77  1.7148   3.356    0.28
  102.0000    1.2500  -40.00  -0.574    7.99    4.61  1.7347   3.289    0.28
  102.0000    1.0000  -40.00  -2.805    7.82    4.47  1.7483   3.226    0.28
  102.2500    5.0000  -40.00  -0.895    7.97    4.59  1.7370   3.280    0.28
  102.2500    4.7500  -40.00  -0.406    8.01    4.62  1.7335   3.294    0.28
  102.2500    4.5000  -40.00  -2.143    7.87    4.51  1.7448   3.245    0.28
  102.2500    4.2500  -40.00  -1.948    7.88    4.52  1.7437   3.250    0.28
  102.2500    4.0000  -40.00  -1.062    7.96    4.58  1.7382   3.275    0.28
  102.2500    3.7500  -40.00  -1.085    7.95    4.58  1.7383   3.275    0.28
  102.2500    3.5000  -40.00  -1.237    7.94    4.57  1.7393   3.270    0.28
  102.2500    3.2500  -40.00  -0.562    8.00    4.61  1.7347   3.289    0.28
  102.2500    3.0000  -40.00  -0.217    8.02    4.63  1.7321   3.299    0.28
  102.2500    2.7500  -40.00   0.106    8.05    4.65  1.7295   3.309    0.28
  102.2500    2.5000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  102.2500    2.2500  -40.00   2.421    8.24    4.82  1.7075   3.376    0.28
  102.2500    2.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  102.2500    1.7500  -40.00   0.310    8.07    4.67  1.7278   3.314    0.28
  102.2500    1.5000  -40.00   2.076    8.21    4.80  1.7112   3.366    0.28
  102.2500    1.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  102.2500    1.0000  -40.00  -2.277    7.86    4.50  1.7456   3.241    0.28
  102.5000    5.0000  -40.00  -1.645    7.91    4.54  1.7419   3.259    0.28
  102.5000    4.7500  -40.00  -1.738    7.90    4.53  1.7425   3.256    0.28
  102.5000    4.5000  -40.00  -1.337    7.93    4.56  1.7400   3.267    0.28
  102.5000    4.2500  -40.00  -0.510    8.00    4.61  1.7343   3.291    0.28
  102.5000    4.0000  -40.00  -0.985    7.96    4.58  1.7377   3.277    0.28
  102.5000    3.7500  -40.00  -0.706    7.98    4.60  1.7357   3.285    0.28
  102.5000    3.5000  -40.00  -0.164    8.03    4.64  1.7316   3.301    0.28
  102.5000    2.2500  -40.00   2.950    8.28    4.86  1.7016   3.392    0.28
  102.5000    2.0000  -40.00   1.348    8.15    4.74  1.7185   3.345    0.28
  102.5000    1.7500  -40.00   2.963    8.28    4.87  1.7014   3.392    0.28
  102.5000    1.5000  -40.00   0.325    8.07    4.67  1.7277   3.315    0.28
  102.5000    1.2500  -40.00  -2.269    7.86    4.50  1.7455   3.241    0.28
  102.5000    1.0000  -40.00  -1.181    7.95    4.57  1.7390   3.272    0.28
  102.7500    5.0000  -40.00  -0.079    8.03    4.64  1.7310   3.303    0.28
  102.7500    4.7500  -40.00   0.640    8.09    4.69  1.7250   3.324    0.28
  102.7500    4.5000  -40.00   0.025    8.04    4.65  1.7301   3.306    0.28
  102.7500    4.2500  -40.00  -0.806    7.98    4.59  1.7364   3.282    0.28
  102.7500    4.0000  -40.00  -0.158    8.03    4.64  1.7316   3.301    0.28
  102.7500    2.2500  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  102.7500    2.0000  -40.00   0.177    8.05    4.66  1.7289   3.311    0.28
  102.7500    1.7500  -40.00  -0.156    8.03    4.64  1.7316   3.301    0.28
  102.7500    1.5000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  102.7500    1.2500  -40.00   0.044    8.04    4.65  1.7300   3.307    0.28
  102.7500    1.0000  -40.00   1.442    8.16    4.75  1.7176   3.347    0.28
  103.0000    5.0000  -40.00   0.000    8.04    4.65  1.7303   3.305    0.28
  103.0000    4.7500  -40.00  -0.917    7.97    4.59  1.7372   3.279    0.28
  103.0000    4.5000  -40.00  -0.646    7.99    4.60  1.7353   3.287    0.28
  103.0000    4.2500  -40.00  -0.102    8.03    4.64  1.7312   3.303    0.28
  103.0000    2.2500  -40.00   1.981    8.20    4.79  1.7122   3.363    0.28
  103.0000    2.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  103.0000    1.7500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  103.0000    1.5000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  103.0000    1.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  103.0000    1.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  103.2500    2.2500  -40.00   0.288    8.06    4.67  1.7280   3.314    0.28
  103.2500    2.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  103.2500    1.7500  -40.00  -2.289    7.86    4.50  1.7456   3.241    0.28
  103.2500    1.5000  -40.00   0.604    8.09    4.69  1.7253   3.323    0.28
  103.2500    1.2500  -40.00  -3.000    7.80    4.46  1.7492   3.221    0.27
  103.2500    1.0000  -40.00   3.000    8.28    4.87  1.7010   3.393    0.28
  103.5000    2.2500  -40.00  -1.559    7.92    4.55  1.7414   3.261    0.28
  103.5000    2.0000  -40.00   0.156    8.05    4.66  1.7291   3.310    0.28
  103.5000    1.7500  -40.00   0.659    8.09    4.69  1.7248   3.325    0.28
  103.5000    1.5000  -40.00   0.193    8.06    4.66  1.7288   3.311    0.28
  103.5000    1.2500  -40.00  -0.136    8.03    4.64  1.7314   3.302    0.28
  103.5000    1.0000  -40.00   0.621    8.09    4.69  1.7252   3.323    0.28
  103.7500    2.0000  -40.00  -0.923    7.97    4.59  1.7372   3.279    0.28
  103.7500    1.7500  -40.00  -0.356    8.01    4.62  1.7331   3.295    0.28
  103.7500    1.5000  -40.00  -0.128    8.03    4.64  1.7314   3.302    0.28
  103.7500    1.2500  -40.00  -0.561    8.00    4.61  1.7346   3.289    0.28
  103.7500    1.0000  -40.00   0.067    8.05    4.65  1.7298   3.307    0.28
>
  100.0000    5.5000  -50.00   0.069    8.05    4.65  1.7297   3.308    0.28
  100.0000    5.2500  -50.00   1.182    8.14    4.73  1.7199   3.340    0.28
  100.0000    5.0000  -50.00   2.257    8.22    4.81  1.7091   3.372    0.28
  100.0000    4.7500  -50.00   0.400    8.07    4.68  1.7269   3.317    0.28
  100.0000    4.5000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.0000    4.2500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.0000    4.0000  -50.00   0.447    8.08    4.68  1.7265   3.319    0.28
  100.0000    3.7500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.0000    3.5000  -50.00  -0.269    8.02    4.63  1.7323   3.298    0.28
  100.0000    3.2500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.0000    3.0000  -50.00  -2.571    7.84    4.48  1.7470   3.233    0.28
  100.0000    2.7500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.0000    2.5000  -50.00   0.955    8.12    4.71  1.7220   3.334    0.28
  100.0000    2.2500  -50.00   1.233    8.14    4.73  1.7195   3.342    0.28
  100.0000    2.0000  -50.00  -1.401    7.93    4.56  1.7403   3.266    0.28
  100.0000    1.7500  -50.00   1.179    8.14    4.73  1.7200   3.340    0.28
  100.0000    1.5000  -50.00   0.174    8.06    4.66  1.7288   3.311    0.28
  100.0000    1.2500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.0000    1.0000  -50.00   1.387    8.15    4.75  1.7180   3.346    0.28
  100.2500    5.2500  -50.00   0.170    8.06    4.66  1.7288   3.311    0.28
  100.2500    5.0000  -50.00  -1.877    7.89    4.53  1.7432   3.253    0.28
  100.2500    4.7500  -50.00   0.843    8.11    4.71  1.7231   3.330    0.28
  100.2500    4.5000  -50.00   1.866    8.19    4.78  1.7132   3.360    0.28
  100.2500    4.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.2500    4.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.2500    3.7500  -50.00  -0.246    8.02    4.63  1.7322   3.299    0.28
  100.2500    3.5000  -50.00  -1.835    7.89    4.53  1.7430   3.254    0.28
  100.2500    3.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.2500    3.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.2500    2.7500  -50.00   0.806    8.11    4.70  1.7234   3.329    0.28
  100.2500    2.5000  -50.00   1.254    8.14    4.74  1.7193   3.342    0.28
  100.2500    2.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.2500    2.0000  -50.00  -0.652    7.99    4.60  1.7352   3.287    0.28
  100.2500    1.7500  -50.00   2.905    8.28    4.86  1.7019   3.391    0.28
  100.2500    1.5000  -50.00  -1.303    7.94    4.56  1.7397   3.269    0.28
  100.2500    1.2500  -50.00  -0.708    7.98    4.60  1.7356   3.286    0.28
  100.2500    1.0000  -50.00  -0.168    8.03    4.64  1.7316   3.301    0.28
  100.5000    4.7500  -50.00   2.648    8.25    4.84  1.7049   3.383    0.28
  100.5000    4.5000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.5000    4.2500  -50.00  -0.762    7.98    4.60  1.7360   3.284    0.28
  100.5000    4.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.5000    3.7500  -50.00   0.142    8.05    4.66  1.7291   3.310    0.28
  100.5000    3.5000  -50.00  -1.062    7.96    4.58  1.7381   3.276    0.28
  100.5000    3.2500  -50.00   2.515    8.24    4.83  1.7063   3.379    0.28
  100.5000    3.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.5000    2.7500  -50.00  -1.405    7.93    4.56  1.7403   3.266    0.28
  100.5000    2.5000  -50.00   0.043    8.05    4.65  1.7299   3.307    0.28
  100.5000    2.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.5000    2.0000  -50.00   2.091    8.21    4.80  1.7109   3.367    0.28
  100.5000    1.7500  -50.00   1.836    8.19    4.78  1.7135   3.359    0.28
  100.5000    1.5000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.5000    1.2500  -50.00  -0.735    7.98    4.60  1.7358   3.285    0.28
  100.5000    1.0000  -50.00   0.448    8.08    4.68  1.7265   3.319    0.28
  100.7500    4.7500  -50.00   0.345    8.07    4.67  1.7274   3.316    0.28
  100.7500    4.5000  -50.00   0.665    8.10    4.69  1.7246   3.325    0.28
  100.7500    4.2500  -50.00   0.645    8.09    4.69  1.7248   3.325    0.28
  100.7500    4.0000  -50.00   0.816    8.11    4.70  1.7233   3.330    0.28
  100.7500    3.7500  -50.00   2.230    8.22    4.81  1.7094   3.371    0.28
  100.7500    3.5000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.7500    3.2500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.7500    3.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  100.7500    2.7500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.7500    2.5000  -50.00   2.483    8.24    4.83  1.7067   3.378    0.28
  100.7500    2.2500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.7500    2.0000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.7500    1.7500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  100.7500    1.5000  -50.00   0.203    8.06    4.66  1.7286   3.312    0.28
  100.7500    1.2500  -50.00  -1.780    7.90    4.53  1.7427   3.255    0.28
  100.7500    1.0000  -50.00   0.288    8.06    4.67  1.7279   3.314    0.28
  101.0000    4.5000  -50.00   0.101    8.05    4.65  1.7294   3.309    0.28
  101.0000    4.2500  -50.00   0.800    8.11    4.70  1.7234   3.329    0.28
  101.0000    4.0000  -50.00   0.835    8.11    4.71  1.7231   3.330    0.28
  101.0000    3.7500  -50.00   1.306    8.15    4.74  1.7188   3.344    0.28
  101.0000    3.5000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.0000    3.2500  -50.00  -0.554    8.00    4.61  1.7345   3.290    0.28
  101.0000    3.0000  -50.00  -0.048    8.04    4.64  1.7306   3.305    0.28
  101.0000    2.7500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.0000    2.5000  -50.00  -0.563    8.00    4.61  1.7346   3.290    0.28
  101.0000    2.2500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.0000    2.0000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.0000    1.7500  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.0000    1.5000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  101.0000    1.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  101.0000    1.0000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.2500    4.5000  -50.00  -0.000    8.04    4.65  1.7302   3.306    0.28
  101.2500    4.2500  -50.00   0.191    8.06    4.66  1.7287   3.311    0.28
  101.2500    4.0000  -50.00   0.237    8.06    4.66  1.7283   3.313    0.28
  101.2500    3.7500  -50.00  -0.118    8.03    4.64  1.7312   3.303    0.28
  101.2500    3.5000  -50.00  -1.618    7.91    4.54  1.7417   3.260    0.28
  101.2500    3.2500  -50.00  -0.521    8.00    4.61  1.7342   3.291    0.28
  101.2500    3.0000  -50.00   2.393    8.23    4.82  1.7077   3.376    0.28
  101.2500    2.7500  -50.00   1.636    8.17    4.76  1.7155   3.353    0.28
  101.2500    2.5000  -50.00   1.986    8.20    4.79  1.7120   3.364    0.28
  101.2500    2.2500  -50.00   2.767    8.26    4.85  1.7035   3.387    0.28
  101.2500    2.0000  -50.00   3.000    8.28    4.87  1.7008   3.394    0.28
  101.2500    1.7500  -50.00   0.636    8.09    4.69  1.7249   3.324    0.28
  101.2500    1.5000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  101.2500    1.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  101.2500    1.0000  -50.00  -1.240    7.94    4.57  1.7393   3.271    0.28
  101.5000    4.7500  -50.00  -0.717    7.98    4.60  1.7357   3.285    0.28
  101.5000    4.5000  -50.00  -0.119    8.03    4.64  1.7312   3.302    0.28
  101.5000    4.2500  -50.00   0.098    8.05    4.65  1.7294   3.309    0.28
  101.5000    4.0000  -50.00  -0.159    8.03    4.64  1.7315   3.301    0.28
  101.5000    3.7500  -50.00  -1.935    7.89    4.52  1.7436   3.251    0.28
  101.5000    3.5000  -50.00  -1.825    7.90    4.53  1.7429   3.254    0.28
  101.5000    3.2500  -50.00  -0.920    7.97    4.59  1.7371   3.280    0.28
  101.5000    3.0000  -50.00  -0.635    7.99    4.61  1.7351   3.288    0.28
  101.5000    2.7500  -50.00   2.051    8.21    4.80  1.7113   3.366    0.28
  101.5000    2.5000  -50.00  -0.374    8.01    4.62  1.7331   3.295    0.28
  101.5000    2.2500  -50.00  -0.090    8.03    4.64  1.7309   3.303    0.28
  101.5000    2.0000  -50.00   1.064    8.13    4.72  1.7210   3.337    0.28
  101.5000    1.7500  -50.00   1.095    8.13    4.72  1.7207   3.338    0.28
  101.5000    1.5000  -50.00  -1.527    7.92    4.55  1.7411   3.262    0.28
  101.5000    1.2500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  101.5000    1.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  101.7500    4.7500  -50.00  -0.981    7.96    4.58  1.7375   3.278    0.28
  101.7500    4.5000  -50.00  -0.286    8.02    4.63  1.7325   3.298    0.28
  101.7500    4.2500  -50.00  -0.291    8.02    4.63  1.7325   3.298    0.28
  101.7500    4.0000  -50.00  -1.622    7.91    4.54  1.7417   3.260    0.28
  101.7500    3.7500  -50.00  -1.445    7.93    4.55  1.7406   3.265    0.28
  101.7500    3.5000  -50.00  -1.787    7.90    4.53  1.7427   3.255    0.28
  101.7500    3.2500  -50.00  -0.612    7.99    4.61  1.7349   3.288    0.28
  101.7500    3.0000  -50.00   1.233    8.14    4.73  1.7195   3.342    0.28
  101.7500    2.7500  -50.00   2.550    8.25    4.83  1.7059   3.380    0.28
  101.7500    2.5000  -50.00  -1.158    7.95    4.57  1.7387   3.273    0.28
  101.7500    2.2500  -50.00  -0.686    7.99    4.60  1.7354   3.286    0.28
  101.7500    2.0000  -50.00  -1.163    7.95    4.57  1.7388   3.273    0.28
  101.7500    1.7500  -50.00  -1.699    7.91    4.54  1.7422   3.258    0.28
  101.7500    1.5000  -50.00  -1.287    7.94    4.56  1.7396   3.269    0.28
  101.7500    1.2500  -50.00  -1.258    7.94    4.57  1.7394   3.270    0.28
  101.7500    1.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  102.0000    4.7500  -50.00  -1.465    7.92    4.55  1.7407   3.264    0.28
  102.0000    4.5000  -50.00   0.108    8.05    4.66  1.7294   3.309    0.28
  102.0000    4.2500  -50.00  -1.043    7.96    4.58  1.7379   3.276    0.28
  102.0000    4.0000  -50.00  -0.984    7.96    4.58  1.7375   3.278    0.28
  102.0000    3.7500  -50.00  -0.183    8.03    4.64  1.7317   3.301    0.28
  102.0000    3.5000  -50.00   0.923    8.12    4.71  1.7223   3.333    0.28
  102.0000    3.2500  -50.00   1.344    8.15    4.74  1.7184   3.345    0.28
  102.0000    3.0000  -50.00  -1.125    7.95    4.57  1.7385   3.274    0.28
  102.0000    2.7500  -50.00  -0.367    8.01    4.62  1.7331   3.295    0.28
  102.0000    2.5000  -50.00   0.929    8.12    4.71  1.7223   3.333    0.28
  102.0000    2.2500  -50.00  -1.257    7.94    4.57  1.7394   3.270    0.28
  102.0000    2.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  102.0000    1.7500  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  102.0000    1.5000  -50.00  -0.716    7.98    4.60  1.7357   3.285    0.28
  102.0000    1.2500  -50.00   0.309    8.07    4.67  1.7277   3.315    0.28
  102.0000    1.0000  -50.00   0.674    8.10    4.69  1.7246   3.325    0.28
  102.2500    5.0000  -50.00  -1.567    7.92    4.55  1.7414   3.261    0.28
  102.2500    4.7500  -50.00  -0.951    7.97    4.58  1.7373   3.279    0.28
  102.2500    4.5000  -50.00   0.509    8.08    4.68  1.7260   3.321    0.28
  102.2500    4.2500  -50.00  -0.052    8.04    4.64  1.7306   3.304    0.28
  102.2500    4.0000  -50.00   1.304    8.15    4.74  1.7188   3.344    0.28
  102.2500    3.7500  -50.00   1.916    8.20    4.79  1.7127   3.362    0.28
  102.2500    3.5000  -50.00   0.347    8.07    4.67  1.7274   3.316    0.28
  102.2500    3.2500  -50.00  -1.175    7.95    4.57  1.7388   3.272    0.28
  102.2500    3.0000  -50.00  -0.416    8.01    4.62  1.7335   3.294    0.28
  102.2500    2.7500  -50.00   0.517    8.08    4.68  1.7259   3.321    0.28
  102.2500    2.5000  -50.00   2.126    8.21    4.80  1.7105   3.368    0.28
  102.2500    2.2500  -50.00  -2.382    7.85    4.50  1.7461   3.238    0.28
  102.2500    2.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  102.2500    1.7500  -50.00  -2.173    7.87    4.51  1.7449   3.244    0.28
  102.2500    1.5000  -50.00  -0.813    7.98    4.59  1.7364   3.283    0.28
  102.2500    1.2500  -50.00  -1.104    7.95    4.57  1.7384   3.274    0.28
  102.2500    1.0000  -50.00  -0.245    8.02    4.63  1.7322   3.299    0.28
  102.5000    5.0000  -50.00  -1.027    7.96    4.58  1.7378   3.277    0.28
  102.5000    4.7500  -50.00   1.159    8.13    4.73  1.7202   3.339    0.28
  102.5000    4.5000  -50.00   1.280    8.14    4.74  1.7190   3.343    0.28
  102.5000    4.2500  -50.00   1.817    8.19    4.78  1.7137   3.359    0.28
  102.5000    4.0000  -50.00   0.665    8.10    4.69  1.7246   3.325    0.28
  102.5000    3.7500  -50.00  -0.377    8.01    4.62  1.7332   3.295    0.28
  102.5000    3.5000  -50.00  -0.245    8.02    4.63  1.7322   3.299    0.28
  102.5000    3.2500  -50.00  -0.158    8.03    4.64  1.7315   3.301    0.28
  102.5000    2.5000  -50.00   1.594    8.17    4.76  1.7160   3.352    0.28
  102.5000    2.2500  -50.00  -1.435    7.93    4.55  1.7405   3.265    0.28
  102.5000    2.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  102.5000    1.7500  -50.00  -1.795    7.90    4.53  1.7427   3.255    0.28
  102.5000    1.5000  -50.00  -2.731    7.82    4.48  1.7478   3.229    0.28
  102.5000    1.2500  -50.00  -0.259    8.02    4.63  1.7323   3.298    0.28
  102.5000    1.0000  -50.00  -2.372    7.85    4.50  1.7460   3.239    0.28
  102.7500    5.0000  -50.00   0.169    8.06    4.66  1.7289   3.311    0.28
  102.7500    4.7500  -50.00   0.756    8.10    4.70  1.7238   3.328    0.28
  102.7500    4.5000  -50.00  -0.424    8.01    4.62  1.7335   3.294    0.28
  102.7500    4.2500  -50.00  -0.817    7.98    4.59  1.7364   3.283    0.28
  102.7500    4.0000  -50.00  -0.976    7.96    4.58  1.7375   3.278    0.28
  102.7500    3.7500  -50.00  -0.760    7.98    4.60  1.7360   3.284    0.28
  102.7500    3.5000  -50.00  -0.450    8.01    4.62  1.7337   3.293    0.28
  102.7500    3.2500  -50.00   0.074    8.05    4.65  1.7296   3.308    0.28
  102.7500    3.0000  -50.00   0.254    8.06    4.67  1.7282   3.313    0.28
  102.7500    2.7500  -50.00   0.083    8.05    4.65  1.7296   3.308    0.28
  102.7500    2.5000  -50.00   0.678    8.10    4.69  1.7245   3.325    0.28
  102.7500    2.2500  -50.00  -1.296    7.94    4.56  1.7396   3.269    0.28
  102.7500    2.0000  -50.00  -0.097    8.03    4.64  1.7310   3.303    0.28
  102.7500    1.7500  -50.00   0.441    8.08    4.68  1.7266   3.319    0.28
  102.7500    1.5000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  102.7500    1.2500  -50.00  -2.731    7.82    4.48  1.7478   3.229    0.28
  102.7500    1.0000  -50.00  -3.000    7.80    4.46  1.7491   3.221    0.27
  103.0000    4.7500  -50.00  -0.213    8.02    4.63  1.7319   3.300    0.28
  103.0000    4.5000  -50.00  -0.411    8.01    4.62  1.7334   3.294    0.28
  103.0000    2.7500  -50.00   1.088    8.13    4.72  1.7208   3.337    0.28
  103.0000    2.5000  -50.00   0.734    8.10    4.70  1.7240   3.327    0.28
  103.0000    2.2500  -50.00  -0.595    7.99    4.61  1.7348   3.289    0.28
  103.0000    2.0000  -50.00  -0.620    7.99    4.61  1.7350   3.288    0.28
  103.0000    1.7500  -50.00   1.047    8.13    4.72  1.7212   3.336    0.28
  103.0000    1.5000  -50.00  -0.611    7.99    4.61  1.7349   3.288    0.28
  103.0000    1.2500  -50.00  -0.346    8.01    4.62  1.7329   3.296    0.28
  103.0000    1.0000  -50.00  -2.747    7.82    4.47  1.7479   3.228    0.28
  103.2500    2.7500  -50.00  -0.354    8.01    4.62  1.7330   3.296    0.28
  103.2500    2.5000  -50.00   1.335    8.15    4.74  1.7185   3.345    0.28
  103.2500    2.2500  -50.00   1.374    8.15    4.74  1.7181   3.346    0.28
  103.2500    2.0000  -50.00   0.658    8.09    4.69  1.7247   3.325    0.28
  103.2500    1.7500  -50.00   1.539    8.17    4.76  1.7165   3.351    0.28
  103.2500    1.5000  -50.00   0.694    8.10    4.70  1.7244   3.326    0.28
  103.2500    1.2500  -50.00   2.514    8.24    4.83  1.7063   3.379    0.28
  103.2500    1.0000  -50.00  -1.041    7.96    4.58  1.7379   3.276    0.28
  103.5000    2.2500  -50.00   0.450    8.08    4.68  1.7265   3.319    0.28
  103.5000    2.0000  -50.00   0.181    8.06    4.66  1.7288   3.311    0.28
  103.5000    1.7500  -50.00   0.075    8.05    4.65  1.7296   3.308    0.28
  103.5000    1.5000  -50.00   0.269    8.06    4.67  1.7280   3.314    0.28
  103.5000    1.2500  -50.00  -0.154    8.03    4.64  1.7314   3.301    0.28
  103.5000    1.0000  -50.00   0.355    8.07    4.67  1.7273   3.316    0.28
  103.7500    2.0000  -50.00   0.117    8.05    4.66  1.7293   3.309    0.28
  103.7500    1.7500  -50.00   0.028    8.04    4.65  1.7300   3.307    0.28
  103.7500    1.5000  -50.00  -0.002    8.04    4.65  1.7302   3.306    0.28
  103.7500    1.2500  -50.00  -0.153    8.03    4.64  1.7314   3.302    0.28
  103.7500    1.0000  -50.00   0.023    8.04    4.65  1.7300   3.307    0.28
>
  100.0000    5.5000  -70.00  -0.035    8.04    4.65  1.7303   3.306    0.28
  100.0000    5.2500  -70.00   1.858    8.19    4.78  1.7130   3.361    0.28
  100.0000    5.0000  -70.00   1.017    8.13    4.72  1.7212   3.336    0.28
  100.0000    4.7500  -70.00   0.838    8.11    4.71  1.7228   3.331    0.28
  100.0000    4.5000  -70.00   0.239    8.06    4.67  1.7280   3.314    0.28
  100.0000    4.2500  -70.00   1.815    8.19    4.78  1.7134   3.360    0.28
  100.0000    4.0000  -70.00  -2.356    7.85    4.50  1.7458   3.240    0.28
  100.0000    3.7500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.0000    3.5000  -70.00   0.558    8.09    4.69  1.7253   3.323    0.28
  100.0000    3.2500  -70.00  -2.488    7.84    4.49  1.7465   3.236    0.28
  100.0000    3.0000  -70.00   1.302    8.15    4.74  1.7185   3.345    0.28
  100.0000    2.7500  -70.00   0.798    8.11    4.71  1.7232   3.330    0.28
  100.0000    2.5000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.0000    2.2500  -70.00   0.289    8.07    4.67  1.7276   3.315    0.28
  100.0000    2.0000  -70.00   2.020    8.21    4.80  1.7113   3.366    0.28
  100.0000    1.7500  -70.00  -0.374    8.01    4.62  1.7329   3.296    0.28
  100.0000    1.5000  -70.00  -0.357    8.02    4.63  1.7328   3.296    0.28
  100.0000    1.2500  -70.00  -0.188    8.03    4.64  1.7315   3.301    0.28
  100.0000    1.0000  -70.00   2.253    8.23    4.81  1.7089   3.373    0.28
  100.2500    4.7500  -70.00   1.183    8.14    4.73  1.7196   3.341    0.28
  100.2500    4.5000  -70.00  -0.699    7.99    4.60  1.7353   3.287    0.28
  100.2500    4.2500  -70.00   1.042    8.13    4.72  1.7210   3.337    0.28
  100.2500    4.0000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.2500    3.7500  -70.00   0.401    8.08    4.68  1.7267   3.318    0.28
  100.2500    3.5000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.2500    3.2500  -70.00   0.844    8.11    4.71  1.7228   3.331    0.28
  100.2500    3.0000  -70.00  -0.350    8.02    4.63  1.7327   3.297    0.28
  100.2500    2.7500  -70.00   2.821    8.27    4.86  1.7026   3.389    0.28
  100.2500    2.5000  -70.00  -0.453    8.01    4.62  1.7335   3.294    0.28
  100.2500    2.2500  -70.00   1.407    8.16    4.75  1.7175   3.348    0.28
  100.2500    2.0000  -70.00   1.132    8.14    4.73  1.7201   3.340    0.28
  100.2500    1.7500  -70.00   2.588    8.25    4.84  1.7052   3.382    0.28
  100.2500    1.5000  -70.00  -0.286    8.02    4.63  1.7322   3.299    0.28
  100.2500    1.2500  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  100.2500    1.0000  -70.00  -0.794    7.98    4.60  1.7360   3.284    0.28
  100.5000    4.5000  -70.00   0.425    8.08    4.68  1.7265   3.319    0.28
