YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  REIN
2014/ 7/11 17:26:40.5    0.00  20000000 BESC  20000001  605.80  261.63 -0.18 -0.40  5532
2014/ 7/11 17:26:40.5    0.00  20000000 MYKOM 20000001  614.79  257.03 -0.28 -0.47  5533
2014/ 7/ 5 09:39:20.5    0.00  20000000 IPM   20000001  587.28  239.53  0.14  0.08  5534
2014/ 7/ 5 09:39:20.5    0.00  20000000 KULM  20000001  604.82  230.11  0.16  0.14  5535
2014/ 7/ 5 09:39:20.5    0.00  20000000 NTU   20000001  804.59  273.51 -0.01 -0.10  5536
2014/ 7/ 5 09:39:20.5    0.00  20000000 BTDF  20000001  814.27  273.41  0.05  0.01  5537
2014/ 7/ 5 09:39:20.5    0.00  20000000 MYKOM 20000001  821.22  270.04 -0.39 -0.36  5538
2014/ 7/ 5 09:39:20.5    0.00  20000000 BESC  20000001  823.11  273.52  0.19  0.21  5539
2014/ 6/22 02:59: 4.4    0.10  20000000 IPM   20000001  619.20  209.93  0.23  0.35  5540
2014/ 6/22 02:59: 4.4    0.10  20000000 NTU   20000001  634.00  252.66 -0.08 -0.34  5541
2014/ 6/22 02:59: 4.4    0.10  20000000 BTDF  20000001  643.55  252.85  0.30  0.02  5542
2014/ 6/22 02:59: 4.4    0.10  20000000 BESC  20000001  651.29  253.25  0.36  0.06  5543
2014/ 6/22 02:59: 4.4    0.10  20000000 KULM  20000001  681.26  203.08 -0.46 -0.36  5544
2014/ 6/19 00:51:13.0   12.00  20000000 BTDF  20000001  522.22  199.89 -0.66  0.02  5545
2014/ 6/19 00:51:13.0   12.00  20000000 MYKOM 20000001  570.08  199.07 -0.61 -0.03  5546
2014/ 6/19 00:51:13.0   12.00  20000000 IPM   20000001  847.61  171.32 -1.06  0.15  5547
2014/ 6/19 00:51:13.0   12.00  20000000 KULM  20000001  943.39  169.65 -1.88 -0.06  5548
2014/ 6/17 16:04:26.8    0.00  20000000 IPM   20000001  671.34  233.62  0.42  0.26  5549
2014/ 6/17 16:04:26.8    0.00  20000000 KULM  20000001  697.73  225.59  0.04 -0.07  5550
2014/ 6/17 16:04:26.8    0.00  20000000 MYKOM 20000001  861.26  263.37 -0.27  0.00  5551
2014/ 6/16 23:14:59.3    0.00  20000000 KULM  20000001  547.56  239.67  0.09  0.09  5552
2014/ 6/16 23:14:59.3    0.00  20000000 IPM   20000001  547.48  250.08  0.01 -0.06  5553
2014/ 6/16 23:14:59.3    0.00  20000000 NTU   20000001  827.48  281.16 -0.03 -0.01  5554
2014/ 6/16 23:14:59.3    0.00  20000000 BTDF  20000001  836.88  280.97 -0.03  0.05  5555
2014/ 6/16 23:14:59.3    0.00  20000000 MYKOM 20000001  837.38  277.65 -0.06  0.04  5556
2014/ 6/16 23:14:59.3    0.00  20000000 BESC  20000001  845.84  281.00 -0.14 -0.02  5557
2014/ 6/ 5 08:11:53.8   49.90  20000000 KULM  20000001  492.33  259.79 -0.00 -0.08  5558
2014/ 6/ 5 08:11:53.8   49.90  20000000 IPM   20000001  526.74  270.29  0.19  0.08  5559
2014/ 6/ 5 08:11:53.8   49.90  20000000 NTU   20000001  895.02  292.93 -1.89  0.03  5560
2014/ 6/ 5 08:11:53.8   49.90  20000000 BTDF  20000001  903.67  292.64 -1.96  0.00  5561
2014/ 6/ 5 08:11:53.8   49.90  20000000 BESC  20000001  912.50  292.55 -2.06 -0.03  5562
2014/ 5/27 06:49: 8.5    0.00  20000000 KULM  20000001  473.23  259.18  0.16  0.11  5563
2014/ 5/27 06:49: 8.5    0.00  20000000 IPM   20000001  507.00  270.13 -0.17 -0.14  5564
2014/ 5/27 06:49: 8.5    0.00  20000000 MYKOM 20000001  875.00  289.94 -0.29  0.14  5565
2014/ 5/27 06:49: 8.5    0.00  20000000 NTU   20000001  876.22  293.35 -0.44 -0.02  5566
2014/ 5/27 06:49: 8.5    0.00  20000000 BESC  20000001  893.66  292.94 -0.59 -0.08  5567
2014/ 5/ 9 20:00:47.8    0.00  20000000 KULM  20000001  512.18  265.26 -0.67 -0.62  5568
2014/ 5/ 9 20:00:47.8    0.00  20000000 IPM   20000001  554.72  274.93 -0.55 -0.64  5569
2014/ 5/ 9 20:00:47.8    0.00  20000000 MYKOM 20000001  934.35  291.65 -0.70  0.11  5570
2014/ 5/ 3 14:47: 2.7   21.20  20000000 IPM   20000001  476.38  230.81 -0.37  0.32  5571
2014/ 5/ 3 14:47: 2.7   21.20  20000000 KULM  20000001  509.94  219.93 -0.94 -0.19  5572
2014/ 5/ 3 14:47: 2.7   21.20  20000000 NTU   20000001  667.38  273.96 -0.15 -0.01  5573
2014/ 5/ 3 14:47: 2.7   21.20  20000000 BTDF  20000001  677.05  273.83  0.19  0.31  5574
2014/ 5/ 3 14:47: 2.7   21.20  20000000 MYKOM 20000001  683.97  269.78 -0.51 -0.36  5575
2014/ 5/ 1 14:35:33.0   28.30  20000000 IPM   20000001  501.70  230.20 -0.91  0.17  5576
2014/ 5/ 1 14:35:33.0   28.30  20000000 KULM  20000001  535.79  219.87 -1.17 -0.09  5577
2014/ 5/ 1 14:35:33.0   28.30  20000000 NTU   20000001  682.51  272.18 -0.58 -0.05  5578
2014/ 5/ 1 14:35:33.0   28.30  20000000 BTDF  20000001  692.22  272.08 -0.53 -0.03  5579
2014/ 5/ 1 14:35:33.0   28.30  20000000 MYKOM 20000001  700.56  268.14 -0.44  0.10  5580
2014/ 4/20 08:43:43.5    0.00  20000000 IPM   20000001  562.20  214.88  0.27  0.41  5581
2014/ 4/20 08:43:43.5    0.00  20000000 KULM  20000001  618.14  206.89 -0.42 -0.32  5582
2014/ 4/20 08:43:43.5    0.00  20000000 MYKOM 20000001  656.41  255.68  0.25 -0.07  5583
2014/ 4/14 16:16:24.4   20.70  20000000 KULM  20000001  424.97  249.13 -0.65 -0.21  5584
2014/ 4/14 16:16:24.4   20.70  20000000 IPM   20000001  443.43  262.04 -0.47 -0.03  5585
2014/ 4/14 16:16:24.4   20.70  20000000 MYKOM 20000001  790.50  287.39 -0.41  0.17  5586
2014/ 4/ 9 16:43:22.5   48.90  20000000 KULM  20000001  519.17  244.77  0.08  0.11  5587
2014/ 4/ 9 16:43:22.5   48.90  20000000 IPM   20000001  528.36  255.62 -0.07 -0.09  5588
2014/ 4/ 9 16:43:22.5   48.90  20000000 MYKOM 20000001  843.69  281.38 -1.58 -0.02  5589
2014/ 4/ 9 16:43:22.5   48.90  20000000 BTDF  20000001  846.36  284.67 -1.49  0.06  5590
2014/ 3/13 02:28:19.9   60.20  20000000 IPM   20000001  491.81  240.82  0.18  0.15  5591
2014/ 3/13 02:28:19.9   60.20  20000000 KULM  20000001  508.76  229.59 -0.10 -0.04  5592
2014/ 3/13 02:28:19.9   60.20  20000000 NTU   20000001  734.04  278.39 -1.00  0.19  5593
2014/ 3/13 02:28:19.9   60.20  20000000 BTDF  20000001  743.56  278.22 -1.19  0.06  5594
2014/ 3/13 02:28:19.9   60.20  20000000 MYKOM 20000001  746.61  274.49 -1.57 -0.26  5595
2014/ 3/13 02:28:19.9   60.20  20000000 BESC  20000001  752.49  278.28 -1.30  0.01  5596
2014/ 1/ 7 18:06: 2.9    0.10  20000000 IPM   20000001  584.39  212.32  0.04  0.24  5597
2014/ 1/ 7 18:06: 2.9    0.10  20000000 NTU   20000001  626.04  256.48 -0.05 -0.26  5598
2014/ 1/ 7 18:06: 2.9    0.10  20000000 KULM  20000001  643.58  204.86 -0.67 -0.51  5599
2014/ 1/ 7 18:06: 2.9    0.10  20000000 BESC  20000001  643.73  256.98 -0.21 -0.47  5600
2014/ 1/ 7 18:06: 2.9    0.10  20000000 KAPK  20000001  646.63  257.50  0.43  0.17  5601
2014/ 1/ 7 18:06: 2.9    0.10  20000000 MYKOM 20000001  656.54  252.73  0.79  0.57  5602
2013/12/28 15:25:29.8   70.90  20000000 KULM  20000001  448.81  265.50 -0.00 -0.06  5603
2013/12/28 15:25:29.8   70.90  20000000 IPM   20000001  492.65  276.38 -0.11  0.08  5604
2013/12/28 15:25:29.8   70.90  20000000 MYKOM 20000001  878.72  293.61 -2.94 -0.13  5605
2013/12/20 21:10:45.0   21.20  20000000 KULM  20000001  502.25  257.77 -0.11  0.44  5606
2013/12/20 21:10:45.0   21.20  20000000 IPM   20000001  533.30  268.23 -0.91 -0.47  5607
2013/12/20 21:10:45.0   21.20  20000000 MYKOM 20000001  893.89  288.31 -1.20 -0.01  5608
2013/12/20 21:10:45.0   21.20  20000000 NTU   20000001  893.61  291.65 -1.17  0.01  5609
2013/12/10 13:14: 3.5    0.00  20000000 NTU   20000001  451.40  225.74 -0.04 -0.06  5610
2013/12/10 13:14: 3.5    0.00  20000000 BTDF  20000001  458.98  226.52 -0.02 -0.01  5611
2013/12/10 13:14: 3.5    0.00  20000000 MYKOM 20000001  498.86  223.22 -0.10  0.07  5612
2013/12/10 13:14: 3.5    0.00  20000000 IPM   20000001  663.24  182.38 -0.25 -0.10  5613
2013/12/10 13:14: 3.5    0.00  20000000 KULM  20000001  752.93  178.92 -0.25 -0.09  5614
2013/12/ 2 07:34:58.4   70.00  20000000 IPM   20000001  560.02  240.29 -0.71 -0.02  5615
2013/12/ 2 07:34:58.4   70.00  20000000 KULM  20000001  576.67  230.40 -0.95 -0.07  5616
2013/12/ 2 07:34:58.4   70.00  20000000 NTU   20000001  786.38  275.07 -2.06 -0.02  5617
2013/12/ 2 07:34:58.4   70.00  20000000 BTDF  20000001  796.01  274.95 -2.26 -0.16  5618
2013/12/ 2 07:34:58.4   70.00  20000000 MYKOM 20000001  801.71  271.48 -1.96  0.21  5619
2013/12/ 1 06:30: 3.8   38.00  20000000 IPM   20000001  516.39  240.68  0.20  0.31  5620
2013/12/ 1 06:30: 3.8   38.00  20000000 KULM  20000001  533.11  229.97 -0.33 -0.19  5621
2013/12/ 1 06:30: 3.8   38.00  20000000 MYKOM 20000001  766.56  273.39 -0.76 -0.06  5622
2013/11/28 16:02:47.5   38.30  20000000 IPM   20000001  601.71  209.92  0.29  0.62  5623
2013/11/28 16:02:47.5   38.30  20000000 NTU   20000001  621.22  253.74  0.39  0.44  5624
2013/11/28 16:02:47.5   38.30  20000000 MYKOM 20000001  653.67  250.10 -0.66 -0.55  5625
2013/11/28 16:02:47.5   38.30  20000000 KULM  20000001  663.91  202.89 -0.81 -0.29  5626
2013/11/19 20:22:44.2    0.00  20000000 IPM   20000001  549.72  230.81 -0.07 -0.01  5627
2013/11/19 20:22:44.2    0.00  20000000 KULM  20000001  582.11  221.28  0.00  0.07  5628
2013/11/19 20:22:44.2    0.00  20000000 BTDF  20000001  732.45  269.92  0.57  0.08  5629
2013/11/19 20:22:44.2    0.00  20000000 MYKOM 20000001  742.48  266.23  0.34 -0.07  5630
2013/11/14 06:54:32.0   40.60  20000000 MYKOM 20000001  546.72  236.09 -0.05  0.01  5631
2013/11/14 06:54:32.0   40.60  20000000 IPM   20000001  619.99  193.00 -0.40  0.03  5632
2013/11/14 06:54:32.0   40.60  20000000 KULM  20000001  701.06  188.01 -1.30 -0.62  5633
2013/10/28 19:28:18.0   72.80  20000000 KULM  20000001  386.39  244.22  0.33  0.29  5634
2013/10/28 19:28:18.0   72.80  20000000 IPM   20000001  397.68  258.68 -0.20 -0.29  5635
2013/10/28 19:28:18.0   72.80  20000000 MYKOM 20000001  738.44  287.31 -1.81  0.07  5636
2013/10/15 12:57:17.0   72.60  20000000 KULM  20000001  490.40  252.64 -0.32 -0.04  5637
2013/10/15 12:57:17.0   72.60  20000000 IPM   20000001  513.32  263.70 -0.38  0.01  5638
2013/10/15 12:57:17.0   72.60  20000000 NTU   20000001  858.04  289.75 -2.77 -0.10  5639
2013/10/15 12:57:17.0   72.60  20000000 MYKOM 20000001  860.14  286.28 -2.59  0.10  5640
2013/10/15 12:57:17.0   72.60  20000000 BTDF  20000001  866.94  289.48 -2.69  0.03  5641
2013/10/15 12:57:17.0   72.60  20000000 BESC  20000001  875.84  289.41 -2.79 -0.01  5642
2013/10/14 23:56:16.3   83.30  20000000 BTDF  20000001  611.34  221.08 -1.34  0.44  5643
2013/10/14 23:56:16.3   83.30  20000000 MYKOM 20000001  653.44  218.90 -2.55 -0.48  5644
2013/10/14 23:56:16.3   83.30  20000000 IPM   20000001  813.57  186.78 -3.44 -0.05  5645
2013/10/13 17:32:48.7   21.20  20000000 KULM  20000001  513.63  254.69 -0.53  0.07  5646
2013/10/13 17:32:48.7   21.20  20000000 IPM   20000001  539.53  265.15 -0.94 -0.44  5647
2013/10/13 17:32:48.7   21.20  20000000 NTU   20000001  887.51  289.80 -1.60 -0.41  5648
2013/10/13 17:32:48.7   21.20  20000000 MYKOM 20000001  889.50  286.44 -0.75  0.48  5649
2013/10/13 17:32:48.7   21.20  20000000 BTDF  20000001  896.40  289.53 -1.20  0.05  5650
2013/10/13 17:32:48.7   21.20  20000000 BESC  20000001  905.31  289.47 -1.21  0.09  5651
2013/ 9/26 18:24:11.9   33.60  20000000 IPM   20000001  534.26  240.55 -1.38 -0.19  5652
2013/ 9/26 18:24:11.9   33.60  20000000 KULM  20000001  550.89  230.19 -1.39 -0.16  5653
2013/ 9/26 18:24:11.9   33.60  20000000 NTU   20000001  766.72  276.31 -0.89  0.25  5654
2013/ 9/26 18:24:11.9   33.60  20000000 BTDF  20000001  776.32  276.17 -1.08  0.12  5655
2013/ 9/26 18:24:11.9   33.60  20000000 MYKOM 20000001  781.03  272.61 -1.65 -0.40  5656
2013/ 9/18 14:29:15.2   49.60  20000000 KULM  20000001  436.79  240.92  0.11  0.10  5657
2013/ 9/18 14:29:15.2   49.60  20000000 IPM   20000001  441.06  253.90 -0.30 -0.37  5658
2013/ 9/18 14:29:15.2   49.60  20000000 MYKOM 20000001  759.42  283.37 -0.82  0.12  5659
2013/ 8/28 05:43:25.8   20.10  20000000 BTDF  20000001  498.55  221.58 -0.51  0.21  5660
2013/ 8/28 05:43:25.8   20.10  20000000 MYKOM 20000001  540.53  218.90 -0.61  0.03  5661
2013/ 8/28 05:43:25.8   20.10  20000000 IPM   20000001  720.27  182.01 -0.67 -0.05  5662
2013/ 8/28 05:43:25.8   20.10  20000000 KULM  20000001  810.12  178.84 -0.71  0.46  5663
2013/ 8/ 7 05:15: 1.5   15.00  20000000 IPM   20000001  452.75  233.11 -0.17  0.27  5664
2013/ 8/ 7 05:15: 1.5   15.00  20000000 KULM  20000001  483.13  221.50 -0.91 -0.29  5665
2013/ 8/ 7 05:15: 1.5   15.00  20000000 MYKOM 20000001  677.37  272.25 -0.05 -0.01  5666
2013/ 7/26 14:36:13.7    8.70  20000000 NTU   20000001  572.51  245.20 -0.15 -0.07  5667
2013/ 7/26 14:36:13.7    8.70  20000000 BTDF  20000001  581.71  245.53 -0.19 -0.13  5668
2013/ 7/26 14:36:13.7    8.70  20000000 BESC  20000001  588.81  246.07  0.21  0.25  5669
2013/ 7/26 14:36:13.7    8.70  20000000 MYKOM 20000001  610.56  241.78 -0.15 -0.10  5670
2013/ 7/26 14:36:13.7    8.70  20000000 IPM   20000001  628.90  200.83 -0.06  0.27  5671
2013/ 7/26 14:36:13.7    8.70  20000000 KULM  20000001  701.86  195.01 -0.59 -0.29  5672
2013/ 7/20 17:50:45.8   62.20  20000000 IPM   20000001  493.24  207.58 -0.03  0.28  5673
2013/ 7/20 17:50:45.8   62.20  20000000 KULM  20000001  559.31  199.48 -1.21 -0.58  5674
2013/ 7/20 17:50:45.8   62.20  20000000 MYKOM 20000001  560.11  255.70 -0.30  0.00  5675
2013/ 7/16 23:41:44.2    2.00  20000000 KULM  20000001   61.79   93.53  0.03 -0.00  5676
2013/ 7/16 23:41:44.2    2.00  20000000 IPM   20000001   88.65   13.12 -0.09 -0.00  5677
2013/ 7/16 23:41:44.2    2.00  20000000 MYKOM 20000001  484.31  322.63 -0.34 -0.01  5678
2013/ 7/16 23:41:44.2    2.00  20000000 NTU   20000001  513.75  327.55 -0.36  0.01  5679
2013/ 7/16 23:41:14.1   37.70  20000000 KULM  20000001  298.54  272.82 -0.00 -0.05  5680
2013/ 7/16 23:41:14.1   37.70  20000000 IPM   20000001  355.91  287.10 -0.16 -0.20  5681
2013/ 7/16 23:41:14.1   37.70  20000000 MYKOM 20000001  768.88  301.53 -0.70  0.19  5682
2013/ 7/16 23:41:14.1   37.70  20000000 NTU   20000001  780.62  305.27 -1.32 -0.19  5683
2013/ 7/11 07:16:18.0    5.50  20000000 IPM   20000001  432.15  217.97 -0.10  0.12  5684
2013/ 7/11 07:16:18.0    5.50  20000000 KULM  20000001  485.52  207.48 -0.45  0.03  5685
2013/ 7/11 07:16:18.0    5.50  20000000 NTU   20000001  562.22  270.67  0.16  0.20  5686
2013/ 7/11 07:16:18.0    5.50  20000000 BTDF  20000001  571.96  270.57 -0.03 -0.02  5687
2013/ 7/11 07:16:18.0    5.50  20000000 MYKOM 20000001  581.91  265.85 -0.24 -0.22  5688
2013/ 7/ 5 16:54:36.5    4.40  20000000 IPM   20000001  353.78  230.35  0.22  0.06  5689
2013/ 7/ 5 16:54:36.5    4.40  20000000 KULM  20000001  390.99  216.12  0.05  0.10  5690
2013/ 7/ 5 16:54:36.5    4.40  20000000 MYKOM 20000001  591.42  277.05 -0.01 -0.01  5691
2013/ 7/ 5 16:54:36.4    4.40  20000000 IPM   20000001  353.92  230.32  0.30  0.07  5692
2013/ 7/ 5 16:54:36.4    4.40  20000000 KULM  20000001  391.17  216.11  0.13  0.10  5693
2013/ 7/ 5 16:54:36.4    4.40  20000000 BTDF  20000001  590.87  281.73  0.15  0.04  5694
2013/ 7/ 5 16:54:36.4    4.40  20000000 MYKOM 20000001  591.39  277.03  0.10  0.01  5695
2013/ 7/ 5 16:54:36.4    4.40  20000000 BESC  20000001  599.83  281.76  0.07 -0.07  5696
2013/ 7/ 2 15:36:45.9    0.00  20000000 KULM  20000001  409.14  260.46  0.63  0.36  5697
2013/ 7/ 2 15:36:45.9    0.00  20000000 IPM   20000001  446.13  272.85 -0.23 -0.41  5698
2013/ 7/ 2 15:36:45.9    0.00  20000000 BTDF  20000001  837.55  296.02  0.23  0.43  5699
2013/ 7/ 2 13:55:54.2    1.30  20000000 KULM  20000001  302.21  252.99  0.46 -0.04  5700
2013/ 7/ 2 13:55:54.2    1.30  20000000 IPM   20000001  330.96  270.28  0.57  0.11  5701
2013/ 7/ 2 13:55:54.2    1.30  20000000 MYKOM 20000001  711.93  294.86 -0.15 -0.37  5702
2013/ 7/ 2 13:55:54.2    1.30  20000000 BTDF  20000001  725.98  298.57  0.38  0.13  5703
2013/ 7/ 2 13:55:54.2    1.30  20000000 BESC  20000001  734.63  298.38  0.44  0.17  5704
2013/ 7/ 2 13:55:38.4    5.20  20000000 KULM  20000001  446.65  259.87  0.12  0.13  5705
2013/ 7/ 2 13:55:38.4    5.20  20000000 IPM   20000001  481.97  271.35 -0.41 -0.31  5706
2013/ 7/ 2 13:55:38.4    5.20  20000000 MYKOM 20000001  854.99  291.17 -0.23  0.25  5707
2013/ 7/ 2 13:55:38.4    5.20  20000000 NTU   20000001  857.34  294.64 -0.52 -0.04  5708
2013/ 7/ 2 13:55:38.4    5.20  20000000 BTDF  20000001  865.86  294.32 -0.43  0.10  5709
2013/ 7/ 2 07:51:42.1    0.00  20000000 KULM  20000001  446.93  260.76 -0.08 -0.22  5710
2013/ 7/ 2 07:51:42.1    0.00  20000000 IPM   20000001  483.62  272.15  0.08  0.03  5711
2013/ 7/ 2 07:51:42.1    0.00  20000000 MYKOM 20000001  858.80  291.55 -0.28  0.06  5712
2013/ 7/ 2 07:51:42.1    0.00  20000000 NTU   20000001  861.50  295.01 -0.22  0.12  5713
2013/ 7/ 2 07:37: 8.4   35.70  20000000 KULM  20000001  412.91  260.87 -0.31 -0.02  5714
2013/ 7/ 2 07:37: 8.4   35.70  20000000 IPM   20000001  450.46  273.11 -0.11 -0.05  5715
2013/ 7/ 2 07:37: 8.4   35.70  20000000 MYKOM 20000001  830.11  292.81  0.84  0.00  5716
2013/ 6/27 20:57:17.6   82.10  20000000 NTU   20000001  405.50  260.84 -0.16  0.12  5717
2013/ 6/27 20:57:17.6   82.10  20000000 IPM   20000001  424.99  194.23 -0.59  0.11  5718
2013/ 6/27 20:57:17.6   82.10  20000000 BESC  20000001  423.56  261.41 -0.39 -0.00  5719
2013/ 6/27 20:57:17.6   82.10  20000000 MYKOM 20000001  433.60  254.88 -0.63 -0.14  5720
2013/ 6/27 20:57:17.6   82.10  20000000 KULM  20000001  505.97  187.12 -1.58 -0.33  5721
2013/ 6/12 14:24:43.7   47.40  20000000 NTU   20000001  661.07  217.17 -0.47  0.10  5722
2013/ 6/12 14:24:43.7   47.40  20000000 MYKOM 20000001  710.97  215.99 -1.04 -0.11  5723
2013/ 6/12 14:24:43.7   47.40  20000000 IPM   20000001  880.80  186.74 -2.32 -0.00  5724
2013/ 6/12 14:24:43.7   47.40  20000000 KULM  20000001  966.81  183.65 -3.35 -0.34  5725
2013/ 5/25 07:19:38.7   15.00  20000000 IPM   20000001  582.47  213.41 -0.30  0.21  5726
2013/ 5/25 07:19:38.7   15.00  20000000 KULM  20000001  640.22  205.82 -0.87 -0.38  5727
2013/ 5/25 07:19:38.7   15.00  20000000 MYKOM 20000001  662.30  253.57 -0.08  0.00  5728
2013/ 5/16 01:11:31.4   87.90  20000000 MYKOM 20000001  419.45  244.68 -0.77  0.02  5729
2013/ 5/16 01:11:31.4   87.90  20000000 IPM   20000001  482.72  187.75 -1.60 -0.18  5730
2013/ 5/16 01:11:31.4   87.90  20000000 KULM  20000001  568.92  182.36 -2.24 -0.24  5731
2013/ 4/29 13:43: 8.4   65.40  20000000 KULM  20000001  475.84  250.55  0.04 -0.00  5732
2013/ 4/29 13:43: 8.4   65.40  20000000 IPM   20000001  495.57  262.06  0.09  0.00  5733
2013/ 4/29 13:43: 8.4   65.40  20000000 NTU   20000001  835.65  289.42 -2.14  0.02  5734
2013/ 4/29 13:43: 8.4   65.40  20000000 BTDF  20000001  844.57  289.15 -2.25 -0.02  5735
2013/ 4/29 13:43: 1.7   19.10  20000000 KULM  20000001  518.64  253.50 -0.37  0.15  5736
2013/ 4/29 13:43: 1.7   19.10  20000000 IPM   20000001  542.52  263.94 -0.88 -0.46  5737
2013/ 4/29 13:43: 1.7   19.10  20000000 MYKOM 20000001  888.08  285.69 -1.12  0.00  5738
2013/ 4/28 12:56:31.8   66.40  20000000 MYKOM 20000001  428.66  251.30 -0.02  0.03  5739
2013/ 4/28 12:56:31.8   66.40  20000000 IPM   20000001  445.88  191.90 -0.19  0.15  5740
2013/ 4/28 12:56:31.8   66.40  20000000 KULM  20000001  528.80  185.45 -1.45 -0.80  5741
2013/ 4/ 5 17:35:27.3   32.20  20000000 IPM   20000001  576.62  209.78 -0.99  0.28  5742
2013/ 4/ 5 17:35:27.3   32.20  20000000 NTU   20000001  602.32  255.29 -0.67  0.22  5743
2013/ 4/ 5 17:35:27.3   32.20  20000000 BTDF  20000001  611.96  255.45 -0.75  0.12  5744
2013/ 4/ 5 17:35:27.3   32.20  20000000 MYKOM 20000001  633.72  251.46 -1.32 -0.44  5745
2013/ 4/ 5 17:35:27.3   32.20  20000000 KULM  20000001  639.20  202.49 -1.60 -0.35  5746
2013/ 3/29 22:34:29.4    0.00  20000000 IPM   20000001  508.37  205.03 -0.24  0.17  5747
2013/ 3/29 22:34:29.4    0.00  20000000 NTU   20000001  523.56  257.52 -0.05 -0.03  5748
2013/ 3/29 22:34:29.4    0.00  20000000 BTDF  20000001  533.26  257.66 -0.24 -0.24  5749
2013/ 3/29 22:34:29.4    0.00  20000000 MYKOM 20000001  553.59  253.01  0.29  0.29  5750
2013/ 3/29 22:34:29.4    0.00  20000000 KULM  20000001  577.34  197.47 -0.61 -0.30  5751
2013/ 2/18 12:01:41.9   15.20  20000000 IPM   20000001  388.26  219.24 -0.06  0.20  5752
2013/ 2/18 12:01:41.9   15.20  20000000 KULM  20000001  440.72  207.54 -0.73 -0.21  5753
2013/ 2/18 12:01:41.9   15.20  20000000 NTU   20000001  543.83  274.90 -0.57 -0.34  5754
2013/ 2/18 12:01:41.9   15.20  20000000 BTDF  20000001  553.47  274.73  0.25  0.46  5755
2013/ 2/18 12:01:41.9   15.20  20000000 MYKOM 20000001  560.05  269.77 -0.55 -0.32  5756
2013/ 2/18 12:01:41.9   15.20  20000000 BESC  20000001  562.34  274.86  0.17  0.36  5757
2013/ 2/18 12:01:41.9   15.20  20000000 KAPK  20000001  566.90  275.33 -0.38 -0.20  5758
2013/ 2/14 21:46:12.6    0.00  20000000 IPM   20000001  581.10  206.11 -0.30 -0.10  5759
2013/ 2/14 21:46:12.6    0.00  20000000 NTU   20000001  578.76  252.48  0.02 -0.13  5760
2013/ 2/14 21:46:12.6    0.00  20000000 BTDF  20000001  588.30  252.69 -0.15 -0.32  5761
2013/ 2/14 21:46:12.6    0.00  20000000 BESC  20000001  596.03  253.13 -0.09 -0.28  5762
2013/ 2/14 21:46:12.6    0.00  20000000 MYKOM 20000001  612.15  248.65  0.94  0.76  5763
2013/ 2/14 21:46:12.6    0.00  20000000 KULM  20000001  648.21  199.27 -0.49 -0.34  5764
2013/ 2/14 11:24:32.2    0.00  20000000 NTU   20000001  612.22  250.99  0.33  0.12  5765
2013/ 2/14 11:24:32.2    0.00  20000000 IPM   20000001  615.75  207.32 -0.13  0.00  5766
2013/ 2/14 11:24:32.2    0.00  20000000 BTDF  20000001  621.71  251.21  0.17 -0.07  5767
2013/ 2/14 11:24:32.2    0.00  20000000 BESC  20000001  629.32  251.65  0.24 -0.01  5768
2013/ 2/14 11:24:32.2    0.00  20000000 MYKOM 20000001  646.55  247.44  0.13 -0.10  5769
2013/ 2/14 11:24:32.2    0.00  20000000 KULM  20000001  681.13  200.70 -0.12 -0.03  5770
2013/ 2/13 11:00:26.2   34.50  20000000 BTDF  20000001  558.85  209.71 -1.62 -0.27  5771
2013/ 2/13 11:00:26.2   34.50  20000000 MYKOM 20000001  604.78  208.17 -0.67  0.62  5772
2013/ 2/13 11:00:26.2   34.50  20000000 IPM   20000001  832.85  178.02 -2.34 -0.19  5773
