YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  REIN
2011/03/19 02:33:46.25  27.40  16338030 KTGM    614430  811.81  231.48 -0.31  0.80  3132
2011/03/20 16:16:40.61  57.00  17197491 FRIM    614430  489.71  204.04  1.44  2.10  3133
2011/03/20 16:16:40.61  57.00  17197491 KGM     614430  497.45  231.24  1.76  2.30  3134
2011/03/20 16:16:40.61  57.00  17197491 MYKOM   614430  530.81  237.36  1.65  2.20  3135
2011/03/20 16:16:40.61  57.00  17197491 KULM    614430  681.62  187.67  1.44  2.50  3136
2011/03/20 16:16:40.61  57.00  17197491 KTGM    614430  772.45  208.33  1.57  2.70  3137
2011/03/29 06:59:35.88  25.00  16392136 BKNI    621711  449.94  281.08 -0.43  0.60  3138
2011/03/29 06:59:35.88  25.00  16392136 FRIM    614430  558.94  244.85 -0.89  0.20  3139
2011/03/29 06:59:35.88  25.00  16392136 IPM     614430  577.71  229.44 -0.49  0.70  3140
2011/03/29 06:59:35.88  25.00  16392136 KULM    621711  611.92  220.43 -1.66 -0.50  3141
2011/03/29 06:59:35.88  25.00  16392136 KGM     614430  702.05  261.64 -0.30  0.50  3142
2011/03/29 06:59:35.88  25.00  16392136 MYKOM   614430  757.62  264.16 -0.42  0.40  3143
2011/03/29 06:59:35.88  25.00  16392136 KTGM    614430  820.72  234.98 -1.23 -0.20  3144
2011/03/29 18:24:12.15  43.00  16475698 BKNI    621715  294.94  274.45  2.05  2.20  3145
2011/03/29 18:24:12.15  43.00  16475698 IPM     621715  527.22  213.61  1.07  1.70  3146
2011/03/29 18:24:12.15  43.00  16475698 KULM    621715  585.24  205.28  0.42  1.10  3147
2011/03/29 18:24:12.15  43.00  16475698 MYKOM   621715  622.33  256.97  1.26  1.70  3148
2011/04/03 11:05:36.97  17.20  17199649 IPM     614430  376.79  251.55 -0.84 -0.50  3149
2011/04/03 11:05:36.97  17.20  17199649 KULM    614430  378.55  236.44  0.71  1.20  3150
2011/04/03 11:05:36.97  17.20  17199649 FRIM    614430  424.89  272.53 -0.03  0.50  3151
2011/04/03 11:05:36.97  17.20  17199649 KTGM    614430  628.38  250.00 -0.06  0.60  3152
2011/04/03 11:05:36.97  17.20  17199649 KGM     614430  632.21  284.09 -0.68 -0.10  3153
2011/04/03 11:05:36.97  17.20  17199649 MYKOM   614430  695.67  284.88 -1.25 -0.70  3154
2011/04/06 14:01:44.65  31.30  16411055 BKNI    617209  453.78  288.61  0.59  2.00  3155
2011/04/06 14:01:44.65  31.30  16411055 FRIM    614430  525.90  250.07 -0.09  1.30  3156
2011/04/06 14:01:44.65  31.30  16411055 IPM     623036  532.29  233.40  0.16  1.60  3157
2011/04/06 14:01:44.65  31.30  16411055 KULM    614430  560.78  223.40 -0.32  1.10  3158
2011/04/06 14:01:44.65  31.30  16411055 KGM     614430  684.48  266.32  0.77  1.90  3159
2011/04/06 14:01:44.65  31.30  16411055 MYKOM   623036  742.41  268.54  0.57  1.70  3160
2011/04/06 14:01:44.65  31.30  16411055 KTGM    614430  778.89  238.00  0.09  1.40  3161
2011/04/18 22:40:36.12  72.50  16445789 BKNI    617204  253.75  273.07  1.16  1.40  3162
2011/04/18 22:40:36.12  72.50  16445789 BKNI    623090  253.75  273.07  1.21  1.40  3163
2011/04/18 22:40:36.12  72.50  16445789 IPM     623090  513.95  209.27  0.20  1.00  3164
2011/04/18 22:40:36.12  72.50  16445789 KULM    623090  577.73  201.25 -0.49  0.40  3165
2011/04/18 22:40:36.12  72.50  16445789 MYKOM   623090  585.10  255.19 -0.79 -0.20  3166
2011/04/18 22:40:36.12  72.50  16445789 KTGM    614430  728.06  221.75 -0.42  0.60  3167
2011/04/30 17:09:00.18  86.00  16485932 FRIM    614431  385.94  231.15  1.65  2.10  3168
2011/04/30 17:09:00.18  86.00  16485932 IPM     614431  446.31  211.58  2.38  3.10  3169
2011/04/30 17:09:00.18  86.00  16485932 KGM     614431  500.52  257.71  2.19  2.70  3170
2011/04/30 17:09:00.18  86.00  16485932 KULM    614431  507.95  202.20  1.24  2.10  3171
2011/04/30 17:09:00.18  86.00  16485932 MYKOM   614431  554.15  261.54  2.25  2.80  3172
2011/04/30 17:09:00.18  86.00  16485932 KTGM    614431  666.34  224.51  0.50  1.50  3173
2011/05/01 05:21:46.92  35.00  16587552 IPM     614431  437.28  242.23  0.05  0.60  3174
2011/05/01 05:21:46.92  35.00  16587552 KULM    614431  453.07  229.58 -0.33  0.30  3175
2011/05/01 05:21:46.92  35.00  16587552 FRIM    614431  458.72  261.77  0.87  1.40  3176
2011/05/20 20:13:41.56  43.80  16531783 BKNI    617214  288.60  271.59  0.97  1.10  3177
2011/05/20 20:13:41.56  43.80  16531783 FRIM    614431  473.79  228.20  1.10  1.60  3178
2011/05/20 20:13:41.56  43.80  16531783 KGM     614431  570.87  251.60  0.85  1.30  3179
2011/05/20 20:13:41.56  43.80  16531783 KULM    614431  596.43  204.19  0.57  1.30  3180
2011/05/20 20:13:41.56  43.80  16531783 MYKOM   614431  620.47  255.52  1.07  1.50  3181
2011/05/20 20:13:41.56  43.80  16531783 KTGM    614431  755.92  223.44  1.08  1.90  3182
2011/05/20 23:20:19.45  43.00  16531785 BKNI    617214  294.97  272.00  0.38  0.60  3183
2011/05/20 23:20:19.45  43.00  16531785 KULM    623587  596.98  204.83  0.77  1.60  3184
2011/05/20 23:20:19.45  43.00  16531785 MYKOM   614431  626.01  255.87  0.60  1.10  3185
2011/05/20 23:20:19.45  43.00  16531785 KTGM    614431  758.63  223.90  2.19  3.00  3186
2011/05/26 15:38:08.05  46.00  16546389 BKNI    617213  395.18  295.61  3.12  3.40  3187
2011/05/26 15:38:08.05  46.00  16546389 FRIM    614431  447.81  249.99  0.35  0.70  3188
2011/05/26 15:38:08.05  46.00  16546389 IPM     614431  458.27  230.54  1.61  2.00  3189
2011/05/26 15:38:08.05  46.00  16546389 KULM    614431  492.61  219.28  1.45  2.00  3190
2011/05/26 15:38:08.05  46.00  16546389 MYKOM   623607  668.54  270.61  0.46  0.90  3191
2011/05/26 15:38:08.05  46.00  16546389 KTGM    614431  702.88  236.63  1.48  2.10  3192
2011/05/27 07:11:52.65  29.00  16593314 BKNI    617213  370.66  270.51  1.31  2.20  3193
2011/05/27 07:11:52.65  29.00  16593314 IPM     623608  588.32  218.75  0.29  1.70  3194
2011/05/27 07:11:52.65  29.00  16593314 KULM    623608  638.57  210.73 -0.52  0.90  3195
2011/05/27 07:11:52.65  29.00  16593314 MYKOM   623608  701.37  256.82  0.12  1.20  3196
2011/05/27 08:13:05.76  29.00  16549423 BKNI    617213  386.72  267.23 -1.25 -0.30  3197
2011/05/27 08:13:05.76  29.00  16549423 FRIM    614431  566.29  232.77 -1.59 -0.30  3198
2011/05/27 08:13:05.76  29.00  16549423 IPM     614431  615.26  218.61 -1.12  0.30  3199
2011/05/27 08:13:05.76  29.00  16549423 KULM    614431  665.47  210.92 -2.01 -0.60  3200
2011/05/27 08:13:05.76  29.00  16549423 MYKOM   614431  721.82  255.41 -1.49 -0.50  3201
2011/05/27 08:13:05.76  29.00  16549423 KTGM    614431  844.18  226.99 -1.77 -0.50  3202
2011/05/31 20:13:40.98  48.00  16702405 BKNI    623621  289.76  267.48 -2.06 -1.90  3203
2011/05/31 20:13:40.98  48.00  16702405 IPM     623621  554.91  211.18 -0.00  0.70  3204
2011/05/31 20:13:40.98  48.00  16702405 KULM    623621  615.86  203.49 -1.46 -0.60  3205
2011/05/31 20:13:40.98  48.00  16702405 MYKOM   623621  626.94  253.71  0.64  1.10  3206
2011/06/07 10:53:48.06  25.00  16577419 BKNI    617226  465.42  281.30  0.57  1.60  3207
2011/06/07 10:53:48.06  25.00  16577419 IPM     625853  586.05  230.73  0.90  2.00  3208
2011/06/07 10:53:48.06  25.00  16577419 KULM    625853  618.09  221.76  0.07  1.20  3209
2011/06/07 10:53:48.06  25.00  16577419 MYKOM   625853  771.93  264.62  1.96  2.70  3210
2011/06/14 00:08:34.39  29.30 602897630 BKNI    617224  271.46  306.38  1.64  2.30  3211
2011/06/14 00:08:34.39  29.30 602897630 IPM     625876  370.61  215.72 -0.90  0.20  3212
2011/06/14 00:08:34.39  29.30 602897630 KULM    614431  428.17  204.06 -3.19 -1.80  3213
2011/06/14 00:08:34.39  29.30 602897630 KTGM    614431  599.17  228.64 -2.52 -1.20  3214
2011/06/14 03:01:30.65  28.80  16594456 BKNI    617224  276.48  307.81 -2.58 -1.90  3215
2011/06/14 03:01:30.65  28.80  16594456 IPM     614431  363.72  216.48 -1.30 -0.20  3216
2011/06/14 03:01:30.65  28.80  16594456 KULM    614431  420.42  204.52 -2.21 -0.80  3217
2011/06/14 03:01:30.65  28.80  16594456 KTGM    614431  593.54  229.25 -2.04 -0.70  3218
2011/06/18 11:57:59.60  16.90  16631602 BKNI    617223  272.60  306.07  1.17  1.20  3219
2011/06/18 11:57:59.60  16.90  16631602 FRIM    614432  328.50  240.18 -1.93 -1.70  3220
2011/06/18 11:57:59.60  16.90  16631602 IPM     614432  372.11  215.90 -0.23  0.30  3221
2011/06/18 11:57:59.60  16.90  16631602 KULM    614432  429.40  204.25 -1.07 -0.20  3222
2011/06/18 11:57:59.60  16.90  16631602 KGM     614432  474.32  266.63 -2.27 -1.50  3223
2011/06/18 11:57:59.60  16.90  16631602 MYKOM   614432  532.59  269.69 -2.39 -1.70  3224
2011/06/18 11:57:59.60  16.90  16631602 KTGM    614432  600.89  228.72 -1.03 -0.20  3225
2011/06/20 03:32:48.73   1.40  16731007 BKNI    617223  272.63  308.91  2.96 -1.20  3226
2011/06/20 03:32:48.73   1.40  16731007 IPM     625898  358.60  215.84  2.83  2.80  3227
2011/06/20 03:32:48.73   1.40  16731007 KULM    614432  416.25  203.83  3.10  3.40  3228
2011/06/20 03:32:48.73   1.40  16731007 KTGM    614432  587.64  228.98  2.67  3.10  3229
2011/07/04 19:00:56.98  33.30  16714907 BKNI    626650  461.45  285.29 -1.95 -0.40  3230
2011/07/04 19:00:56.98  33.30  16714907 IPM     614432  558.29  232.41 -0.90  0.60  3231
2011/07/04 19:00:56.98  33.30  16714907 KULM    614432  587.99  222.92 -1.39  0.20  3232
2011/07/04 19:00:56.98  33.30  16714907 KGM     614432  701.35  264.52 -0.90  0.30  3233
2011/07/04 19:00:56.98  33.30  16714907 MYKOM   614432  758.41  266.82 -0.46  0.70  3234
2011/07/05 19:09:12.49  26.70  16717037 BKNI    617233  469.00  284.38 -2.37 -1.20  3235
2011/07/05 19:09:12.49  26.70  16717037 FRIM    614432  558.67  248.18 -0.99  0.10  3236
2011/07/05 19:09:12.49  26.70  16717037 IPM     614432  568.72  232.56 -0.96  0.30  3237
2011/07/05 19:09:12.49  26.70  16717037 KULM    626654  598.03  223.22 -2.51 -1.20  3238
2011/07/05 19:09:12.49  26.70  16717037 KGM     614432  711.00  264.17 -0.25  0.70  3239
2011/07/05 19:09:12.49  26.70  16717037 MYKOM   614432  767.88  266.47  0.13  1.00  3240
2011/07/05 19:09:12.49  26.70  16717037 KTGM    614432  814.55  237.21 -1.22 -0.20  3241
2011/07/06 13:48:35.05  28.00  16719490 BKNI    617233  460.87  283.83 -0.44  0.80  3242
2011/07/06 13:48:35.05  28.00  16719490 IPM     626656  567.25  231.64 -1.56 -0.30  3243
2011/07/06 13:48:35.05  28.00  16719490 KULM    626656  598.07  222.33 -2.18 -0.90  3244
2011/07/06 13:48:35.05  28.00  16719490 MYKOM   626656  761.52  265.97 -2.83 -1.90  3245
2011/07/21 06:48:03.65  22.00  16874508 BKNI    617229  459.92  268.17 -1.73 -0.90  3246
2011/07/21 06:48:03.65  22.00  16874508 IPM     614432  660.63  223.79 -1.52 -0.50  3247
2011/07/21 06:48:03.65  22.00  16874508 KULM    614432  702.75  216.21 -2.68 -1.60  3248
2011/07/21 06:48:03.65  22.00  16874508 KGM     614432  741.19  254.10 -1.40 -0.70  3249
2011/07/21 06:48:03.65  22.00  16874508 MYKOM   626723  792.17  257.02 -2.68 -2.00  3250
2011/07/21 06:48:03.65  22.00  16874508 KTGM    614432  896.69  230.36 -2.11 -1.20  3251
2011/07/31 23:56:37.32  87.20  16910609 BKNI    626762  205.97  260.31 -0.58 -0.40  3252
2011/07/31 23:56:37.32  87.20  16910609 IPM     626762  535.72  202.04 -1.11 -0.20  3253
2011/07/31 23:56:37.32  87.20  16910609 MYKOM   614432  551.96  249.02 -0.07  0.60  3254
2011/07/31 23:56:37.32  87.20  16910609 KULM    626762  607.90  195.19 -1.68 -0.60  3255
2011/08/03 20:02:18.65  81.10  17217512 BKNI    617241  262.62  286.47  1.45  1.70  3256
2011/08/03 20:02:18.65  81.10  17217512 BKNI    629037  262.62  286.47  1.05  1.30  3257
2011/08/03 20:02:18.65  81.10  17217512 IPM     629037  460.98  212.79  2.07  2.80  3258
2011/08/03 20:02:18.65  81.10  17217512 KULM    629037  520.86  203.52  1.04  1.90  3259
2011/08/03 20:02:18.65  81.10  17217512 MYKOM   629037  571.04  261.05  0.74  1.30  3260
2011/08/11 05:44:00.03  46.00  16947673 BKNI    629056  400.06  298.24 -0.08  0.20  3261
2011/08/11 05:44:00.03  46.00  16947673 IPM     629056  443.60  232.06  1.90  2.30  3262
2011/08/11 05:44:00.03  46.00  16947673 KULM    629056  475.84  220.32  1.31  1.80  3263
2011/08/11 05:44:00.03  46.00  16947673 MYKOM   629056  665.05  272.21  1.50  1.90  3264
2011/09/10 09:33:28.14 100.00 604083857 BKNI    617246  168.35  224.20 -1.42 -1.20  3265
2011/09/10 09:33:28.14 100.00 604083857 KGM     630868  482.36  230.23 -0.12  0.60  3266
2011/09/10 09:33:28.14 100.00 604083857 MYKOM   630182  514.87  236.59 -0.20  0.50  3267
2011/09/10 09:33:28.14 100.00 604083857 IPM     630182  593.91  191.22  0.35  1.50  3268
2011/09/10 09:33:28.14 100.00 604083857 KULM    630182  676.71  186.27 -1.44 -0.10  3269
2011/09/10 09:33:28.14 100.00 604083857 KTGM    630868  761.93  207.29 -0.15  1.30  3270
2011/09/18 06:45:39.96  26.00  17240528 BKNI    617244  381.77  249.29  1.47  2.30  3271
2011/09/18 06:45:39.96  26.00  17240528 KGM     630868  690.61  242.12  0.05  1.00  3272
2011/09/18 06:45:39.96  26.00  17240528 IPM     630209  694.60  210.73 -0.07  1.20  3273
2011/09/18 06:45:39.96  26.00  17240528 MYKOM   630209  732.77  246.02 -0.69  0.30  3274
2011/09/18 06:45:39.96  26.00  17240528 KULM    630209  755.13  204.49 -1.40 -0.10  3275
2011/10/02 06:02:01.92  55.90  17530250 BKNI    617256  209.68  225.34  0.59  0.80  3276
2011/10/02 06:02:01.92  55.90  17530250 IPM     630294  626.83  193.59  1.80  2.80  3277
2011/10/02 06:02:01.92  55.90  17530250 KULM    630294  707.30  188.58  0.56  1.70  3278
2011/11/01 22:02:12.04  33.00  17471340 IPM     630517  485.12  242.95  0.62  2.20  3279
2011/11/01 22:02:12.04  33.00  17471340 IPM     630869  485.12  242.95  1.04  2.60  3280
2011/11/01 22:02:12.04  33.00  17471340 KULM    630517  498.61  231.47  0.17  1.80  3281
2011/11/01 22:02:12.04  33.00  17471340 KULM    630869  498.61  231.47  0.82  2.40  3282
2011/11/01 22:02:12.04  33.00  17471340 FRIM    630869  505.97  260.61  0.34  1.80  3283
2011/11/01 22:02:12.04  33.00  17471340 KGM     630869  689.93  274.38  0.65  1.90  3284
2011/11/01 22:02:12.04  33.00  17471340 KTGM    630869  736.49  244.57  1.17  2.50  3285
2011/11/01 22:02:12.04  33.00  17471340 MYKOM   630517  751.05  275.93  0.04  1.20  3286
2011/11/18 03:46:00.73  25.00  17544733 BKNI    617260  438.55  282.31  0.12  1.10  3287
2011/11/18 03:46:00.73  25.00  17544733 IPM     630566  563.22  229.12  0.38  1.50  3288
2011/11/18 03:46:00.73  25.00  17544733 KULM    630566  598.11  219.92 -0.87  0.30  3289
2011/11/18 03:46:00.73  25.00  17544733 MYKOM   630566  743.91  264.60  1.09  1.90  3290
2011/11/18 05:40:36.70  35.00  17594923 BKNI    630566   63.22   95.11  0.30  2.80  3291
2011/11/18 05:40:36.70  35.00  17594923 MYKOM   630566  301.00  235.97  1.79  2.40  3292
2011/11/18 05:40:36.70  35.00  17594923 IPM     630566  471.88  172.16  1.89  2.80  3293
2011/11/18 06:57:51.34  25.00  17544737 BKNI    630567  451.54  281.96  0.41  1.40  3294
2011/11/18 06:57:51.34  25.00  17544737 FRIM    630869  556.14  245.51 -0.67  0.40  3295
2011/11/18 06:57:51.34  25.00  17544737 IPM     630567  573.28  229.98 -0.16  1.00  3296
2011/11/18 06:57:51.34  25.00  17544737 KULM    630869  606.67  220.88 -0.74  0.40  3297
2011/11/18 06:57:51.34  25.00  17544737 KGM     630869  701.24  262.21 -0.22  0.60  3298
2011/11/18 06:57:51.34  25.00  17544737 MYKOM   630567  757.12  264.69  0.20  1.00  3299
2011/11/18 06:57:51.34  25.00  17544737 KTGM    630869  816.84  235.39 -0.26  0.70  3300
2011/11/21 23:32:13.30  40.00  17552068 BKNI    617259  484.26  288.72  0.99  1.30  3301
2011/11/21 23:32:13.30  40.00  17552068 IPM     630580  549.47  236.06 -1.79 -1.40  3302
2011/11/21 23:32:13.30  40.00  17552068 KULM    630580  573.35  226.20 -1.68 -1.10  3303
2011/11/21 23:32:13.30  40.00  17552068 KGM     630869  712.42  267.32 -0.94 -0.50  3304
2011/11/21 23:32:13.30  40.00  17552068 MYKOM   630580  770.79  269.37 -1.08 -0.50  3305
2011/11/27 11:01:06.99  28.60  17595154 BKNI    617257  351.85  266.87 -0.24  0.60  3306
2011/11/27 11:01:06.99  28.60  17595154 FRIM    630869  539.23  230.48  0.34  1.70  3307
2011/11/27 11:01:06.99  28.60  17595154 IPM     630593  594.52  215.95  0.63  2.00  3308
2011/11/27 11:01:06.99  28.60  17595154 KGM     630869  639.12  251.06  0.70  1.80  3309
2011/11/27 11:01:06.99  28.60  17595154 KULM    630593  648.68  208.26 -0.64  0.80  3310
2011/11/27 11:01:06.99  28.60  17595154 MYKOM   630593  688.21  254.63  0.12  1.20  3311
2011/11/27 11:01:06.99  28.60  17595154 KTGM    630869  819.35  225.31  0.61  1.90  3312
2011/12/22 19:21:19.45  20.30 600091698 BKNI    617267  435.76  265.08 -0.61  0.10  3313
2011/12/22 19:21:19.45  20.30 600091698 FRIM    630869  615.91  234.07 -0.97 -0.10  3314
2011/12/22 19:21:19.45  20.30 600091698 IPM     630869  660.27  220.83 -0.44  0.50  3315
2011/12/22 19:21:19.45  20.30 600091698 KULM    630869  706.85  213.46 -1.64 -0.60  3316
2011/12/22 19:21:19.45  20.30 600091698 KGM     630869  723.43  251.82 -0.43  0.20  3317
2011/12/22 19:21:19.45  20.30 600091698 MYKOM   630869  772.90  254.96 -0.18  0.40  3318
2011/12/22 19:21:19.45  20.30 600091698 KTGM    630869  892.18  228.20 -0.74  0.10  3319
2012/01/05 23:14:50.12  45.70 600138791 BKNI    618058  259.32  239.50  0.34  0.50  3320
2012/01/05 23:14:50.12  45.70 600138791 BKNI    635468  259.32  239.50  0.09  0.30  3321
2012/01/05 23:14:50.12  45.70 600138791 FRIM    630869  538.97  212.34 -0.02  0.60  3322
2012/01/05 23:14:50.12  45.70 600138791 KGM     630869  573.97  236.17  0.44  1.00  3323
2012/01/05 23:14:50.12  45.70 600138791 MYKOM   630869  611.42  241.21  0.03  0.60  3324
2012/01/05 23:14:50.12  45.70 600138791 IPM     630869  633.53  200.46  0.29  1.20  3325
2012/01/05 23:14:50.12  45.70 600138791 KULM    630869  706.88  194.73 -0.84  0.20  3326
2012/01/28 15:07:53.87  28.00 601015304 BKNI    618051  531.76  291.47 -1.57 -0.40  3327
2012/01/28 15:07:53.87  28.00 601015304 IPM     635535  559.96  241.45 -1.81 -0.60  3328
2012/01/28 15:07:53.87  28.00 601015304 KULM    635535  574.66  231.51 -1.12  0.10  3329
2012/02/01 07:14:28.35  77.20 600292270 BKNI    618070  466.06  164.76  0.17  0.90  3330
2012/02/01 07:14:28.35  77.20 600292270 MYKOM   631097  641.30  197.26  1.06  2.20  3331
2012/02/01 07:14:28.35  77.20 600292270 KGM     630870  650.91  191.63  0.53  1.70  3332
2012/02/01 07:14:28.35  77.20 600292270 FRIM    630870  775.52  175.76  1.03  2.40  3333
2012/02/01 07:14:28.35  77.20 600292270 IPM     630870  919.93  172.25  0.51  2.20  3334
2012/02/01 07:14:28.35  77.20 600292270 KTGM    630870 1011.95  186.27  0.54  2.50  3335
2012/02/01 07:14:28.35  77.20 600292270 KULM    630870 1015.27  170.61  0.41  2.30  3336
2012/02/03 17:40:02.31  63.80 600319829 BKNI    618069  236.70  248.45  1.43  1.60  3337
2012/02/03 17:40:02.31  63.80 600319829 FRIM    630870  499.89  214.76  0.02  0.70  3338
2012/02/03 17:40:02.31  63.80 600319829 KGM     630870  547.50  239.86 -0.32  0.20  3339
2012/02/03 17:40:02.31  63.80 600319829 IPM     630870  590.63  201.68 -0.30  0.60  3340
2012/02/03 17:40:02.31  63.80 600319829 MYKOM   630870  588.23  244.87 -0.10  0.50  3341
2012/02/03 17:40:02.31  63.80 600319829 KTGM    630870  786.33  215.07  0.17  1.30  3342
2012/02/20 17:49:26.96  27.00 600845807 IPM     631164  572.84  228.54 -0.30  0.90  3343
2012/02/20 17:49:26.96  27.00 600845807 KULM    631164  608.52  219.53 -1.19  0.10  3344
2012/02/20 17:49:26.96  27.00 600845807 MYKOM   631164  748.45  263.81 -1.17 -0.30  3345
2012/03/01 11:19:47.52  28.00 600752406 BKNI    618079  458.20  282.86 -0.87  0.40  3346
2012/03/01 11:19:47.52  28.00 600752406 IPM     630870  571.76  230.95 -0.56  0.70  3347
2012/03/01 11:19:47.52  28.00 600752406 KULM    630870  603.63  221.76 -1.41 -0.10  3348
2012/03/01 11:19:47.52  28.00 600752406 KGM     630870  705.09  262.94 -0.77  0.20  3349
2012/03/01 11:19:47.52  28.00 600752406 MYKOM   630870  761.34  265.35  0.03  1.00  3350
2012/03/01 11:19:47.52  28.00 600752406 KTGM    630870  816.21  236.07 -2.00 -0.90  3351
2012/03/05 06:55:28.92  27.20 600761015 KULM    630870  425.92  251.98 -2.35 -1.30  3352
2012/03/05 06:55:28.92  27.20 600761015 IPM     630870  449.06  264.66 -2.41 -1.30  3353
2012/03/05 06:55:28.92  27.20 600761015 FRIM    630870  523.25  280.59 -1.89 -0.70  3354
2012/03/05 06:55:28.92  27.20 600761015 BKNI    618078  616.11  313.03  1.53  2.80  3355
2012/03/05 06:55:28.92  27.20 600761015 KTGM    630870  693.86  258.54 -1.91 -1.00  3356
2012/03/05 06:55:28.92  27.20 600761015 KGM     630870  740.21  288.19 -1.16 -0.20  3357
2012/03/05 06:55:28.92  27.20 600761015 MYKOM   630870  804.15  288.55 -1.56 -0.60  3358
2012/03/24 18:03:29.37  98.00 600956074 IPM     631402  418.95  216.29  2.66  3.30  3359
2012/03/24 18:03:29.37  98.00 600956074 KULM    631402  474.84  205.73  0.58  1.40  3360
2012/03/24 18:03:29.37  98.00 600956074 MYKOM   631402  563.75  266.02  0.82  1.50  3361
2012/03/28 21:37:06.02  88.20 600829903 BKNI    618071  177.63  201.40  1.01  1.20  3362
2012/03/28 21:37:06.02  88.20 600829903 MYKOM   631418  500.02  228.99  0.89  1.60  3363
2012/03/28 21:37:06.02  88.20 600829903 IPM     631418  630.40  185.75  1.30  2.50  3364
2012/03/28 21:37:06.02  88.20 600829903 KULM    631418  717.67  181.71 -0.09  1.30  3365
2012/03/29 10:30:32.59  23.50 600939838 BKNI    618071   92.66   34.55  0.07 -0.30  3366
2012/03/29 10:30:32.59  23.50 600939838 MYKOM   631419  273.87  251.58 -1.53 -1.30  3367
2012/03/29 10:30:32.59  23.50 600939838 IPM     631419  389.28  172.03  0.38  1.40  3368
2012/03/29 10:30:32.59  23.50 600939838 KULM    631419  485.16  168.64 -1.51 -0.10  3369
2012/03/31 03:58:19.34  10.00 600840084 BKNI    631425   92.22   38.23  1.01  1.00  3370
2012/03/31 03:58:19.34  10.00 600840084 MYKOM   631425  270.87  250.50 -1.56 -1.80  3371
2012/03/31 03:58:19.34  10.00 600840084 IPM     631425  393.76  171.46 -1.30 -0.80  3372
2012/03/31 03:58:19.34  10.00 600840084 KULM    631425  489.87  168.21 -2.77 -1.80  3373
2012/04/05 14:19:29.20  28.00 600851391 IPM     631457  562.34  232.83 -1.48 -0.20  3374
2012/04/05 14:19:29.20  28.00 600851391 KULM    631457  591.31  223.37 -1.42 -0.10  3375
2012/04/05 14:19:29.20  28.00 600851391 MYKOM   631457  764.06  266.90 -0.29  0.60  3376
2012/04/06 06:28:39.52  46.00 600851685 BKNI    618094  399.17  297.97  2.46  2.80  3377
2012/04/06 06:28:39.52  46.00 600851685 IPM     631458  444.97  231.86  1.78  2.20  3378
2012/04/06 06:28:39.52  46.00 600851685 KULM    631458  477.51  220.17  0.97  1.50  3379
2012/04/06 06:28:39.52  46.00 600851685 MYKOM   631458  665.09  272.03  0.18  0.60  3380
2012/04/08 12:57:40.01  25.00 600931308 BKNI    631464  447.90  279.03  0.89  1.90  3381
2012/04/08 12:57:40.01  25.00 600931308 IPM     631464  588.99  228.29  1.03  2.20  3382
2012/04/08 12:57:40.01  25.00 600931308 KULM    631464  624.86  219.53 -0.46  0.70  3383
2012/04/08 12:57:40.01  25.00 600931308 MYKOM   631464  760.25  262.96  0.02  0.80  3384
2012/04/23 16:20:52.69  14.30 601106501 BKNI    618083  222.51  301.24  2.74 -0.30  3385
2012/04/23 16:20:52.69  14.30 601106501 BKNI    631541  222.51  301.24  2.55 -0.50  3386
2012/04/23 16:20:52.69  14.30 601106501 IPM     631541  394.30  208.51 -0.73 -0.10  3387
2012/04/23 16:20:52.69  14.30 601106501 KULM    631541  460.47  198.54 -1.98 -1.00  3388
2012/05/02 08:35:06.98  25.00 601134107 BKNI    618116  448.90  281.21 -0.75  0.30  3389
2012/05/02 08:35:06.98  25.00 601134107 IPM     631579  576.29  229.42 -1.07  0.10  3390
2012/05/02 08:35:06.98  25.00 601134107 KULM    631579  610.55  220.39 -2.54 -1.40  3391
2012/05/02 08:35:06.98  25.00 601134107 MYKOM   631579  756.34  264.21 -0.50  0.30  3392
2012/05/06 16:58:34.15  32.00 600983401 BKNI    618115  281.44  252.05  1.51  2.30  3393
2012/05/06 16:58:34.15  32.00 600983401 IPM     631594  609.64  205.84  1.40  3.00  3394
2012/05/06 16:58:34.15  32.00 600983401 MYKOM   631594  631.55  246.71 -0.79  0.50  3395
2012/05/06 16:58:34.15  32.00 600983401 KULM    631594  676.89  199.31  0.37  2.00  3396
2012/05/25 14:57:55.59  46.00 601035998 IPM     631654  450.69  230.89  1.78  2.20  3397
2012/05/25 14:57:55.59  46.00 601035998 KULM    631654  484.63  219.42  0.77  1.30  3398
2012/05/25 14:57:55.59  46.00 601035998 MYKOM   631654  664.55  271.21  0.04  0.50  3399
2012/06/20 11:12:22.85  28.00 601161210 BKNI    631742  457.40  284.89 -0.94  0.30  3400
2012/06/20 11:12:22.85  28.00 601161210 IPM     631742  558.39  231.88 -0.29  1.00  3401
2012/06/20 11:12:22.85  28.00 601161210 KULM    631742  588.94  222.42 -0.58  0.80  3402
2012/06/20 11:12:22.85  28.00 601161210 MYKOM   631742  755.58  266.50 -0.38  0.60  3403
2012/06/24 04:47:23.76  98.60 601191885 BKNI    618118  264.79  296.44  0.16  0.50  3404
2012/06/24 04:47:23.76  98.60 601191885 BKNI    631754  264.79  296.44  0.32  0.60  3405
2012/06/24 04:47:23.76  98.60 601191885 IPM     631754  416.60  214.33  1.35  2.00  3406
2012/06/24 04:47:23.76  98.60 601191885 KULM    631754  475.13  203.98  0.43  1.30  3407
